index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
4850,4851,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บริเวณสวนพระราม 6 ปากซอยสวนเงิน,1,132,778,1,188,24
4851,4852,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บนทางเท้าซอยเสนารักษ์ (ราชวิถี 15),2,4,633,3,450,71
4852,4853,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บนทางเท้าซอยเสนารักษ์ (ราชวิถี 15),3,163,624,3,449,71
4853,4854,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บนทางเท้าซอยเสนารักษ์ (ราชวิถี 15),4,4,645,3,468,72
4854,4855,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บนทางเท้าซอยเสนารักษ์ (ราชวิถี 15),5,299,596,3,789,132
4855,4856,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บนทางเท้าซอยเสนารักษ์ (ราชวิถี 15),6,329,663,3,433,65
4856,4857,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บนทางเท้าซอยเสนารักษ์ (ราชวิถี 15),7,259,597,3,643,107
4857,4858,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,วัดอภัยทายาราม,8,133,514,3,420,81
4858,4859,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,อาคารหอพักแพทย์พยาบาล (ตึกใหม่) โรงพยาบาลราชวิถี,9,2,431,3,296,68
4859,4860,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,อาคารหอพักแพทย์พยาบาล (ตึกใหม่) โรงพยาบาลราชวิถี,10,249,486,3,485,99
4860,4861,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,โรงเรียนพญาไท,11,223,508,3,240,47
4861,4862,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,โรงเรียนพญาไท,12,168,499,0,0,0
4862,4863,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,โรงเรียนพญาไท,13,288,462,2,235,50
4863,4864,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์หน้าอาคารฝ่ายการคลัง สำนักป้องกันและบรรเทาสาธารณภัย,14,235,625,2,260,41
4864,4865,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์หน้าอาคารฝ่ายการคลัง สำนักป้องกันและบรรเทาสาธารณภัย,15,317,596,1,140,23
4865,4866,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์หน้าอาคารฝ่ายการคลัง สำนักป้องกันและบรรเทาสาธารณภัย,16,365,605,4,420,69
4866,4867,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,โรงจอดรถอาคารฝ่ายการคลัง สำนักป้องกันและบรรเทาสาธารณภัย,17,335,611,1,157,25
4867,4868,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์ในลานกีฬาปากซอยมั่นสิน 3,18,132,485,4,632,130
4868,4869,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์ในลานกีฬาปากซอยมั่นสิน 3,19,162,501,5,692,138
4869,4870,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บริเวณลานจอดรถสำนักงานนโยบายและแผนการขนส่งและจราจร,20,126,615,2,415,67
4870,4871,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์ในสนามเด็กเล่นบ้านพักรถไฟจิตรลดา,21,112,496,0,0,0
4871,4872,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,ด้านหน้าอาคารบริษัทเอ็กมี่ จำกัด,22,178,580,2,130,22
4872,4873,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บริเวณบริษัทเอ็กมี่ จำกัด,23,220,663,1,210,31
4873,4874,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บริเวณบริษัทเอ็กมี่ จำกัด,24,224,650,3,540,83
4874,4875,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,เต็นท์บริเวณบริษัทเอ็กมี่ จำกัด,25,153,635,0,0,0
4875,4876,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,โรงอาหารโรงเรียนสันติราษฎร์วิทยาลัย,26,225,515,2,330,64
4876,4877,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,โรงอาหารโรงเรียนสันติราษฎร์วิทยาลัย,27,216,482,2,327,67
4877,4878,Zone01,1037,103701,ทุ่งพญาไท,เขตราชเทวี,โรงอาหารโรงเรียนสันติราษฎร์วิทยาลัย,28,192,464,2,370,79
4878,4879,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,เต็นท์บริเวณเกาะพญาไท,1,397,691,4,395,57
4879,4880,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,เต็นท์บนทางเท้าหน้าประตูโรงเรียนศรีอยุธยา ในพระอุปถัมภ์ฯ  (ประตูด้านถนนรางน้ำ),2,258,697,0,0,0
4880,4881,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,เต็นท์บริเวณโรงเรียนศรีอยุธยา ในพระอุปถัมภ์ฯ(ประตูด้านถนนศรีอยุธยา),3,368,636,3,290,45
4881,4882,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,เต็นท์บริเวณโรงเรียนศรีอยุธยา ในพระอุปถัมภ์ฯ (ประตูด้านถนนศรีอยุธยา),4,377,597,3,270,45
4882,4883,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,เต็นท์บริเวณโรงเรียนศรีอยุธยา ในพระอุปถัมภ์ฯ(ประตูด้านถนนศรีอยุธยา),5,398,619,3,250,40
4883,4884,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,อาคารวิทยาลัยเทคโนโลยีสยามธุรกิจในพระอุปถัมภ์ฯ,6,205,438,3,424,96
4884,4885,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,อาคารวิทยาลัยเทคโนโลยีสยามธุรกิจในพระอุปถัมภ์ฯ,7,134,418,3,316,75
4885,4886,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,เต็นท์บริเวณลานจอดรถ กรมปศุสัตว์,8,377,710,1,72,10
4886,4887,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,เต็นท์บริเวณลานจอดรถ กรมปศุสัตว์,9,493,729,1,58,7
4887,4888,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,ลานจอดรถ โรงเรียนเสริมสวยเกศสยาม (เดิม),10,475,757,1,450,59
4888,4889,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,ลานจอดรถ โรงเรียนเสริมสวยเกศสยาม (เดิม),11,319,728,1,325,44
4889,4890,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,อาคารจุลดิศ 1 ชั้นล่าง,12,239,546,1,300,54
4890,4891,Zone01,1037,103702,ถนนพญาไท,เขตราชเทวี,อาคารจุลดิศ 1 ชั้นล่าง,13,273,547,1,300,54
4891,4892,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนสมาคมสตรีไทย,1,138,408,3,385,94
4892,4893,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนสมาคมสตรีไทย,2,86,406,2,225,55
4893,4894,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,ศาลาวรลักษณาวดี วัดพระยายัง,3,171,534,0,0,0
4894,4895,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,ศาลาวรลักษณาวดี วัดพระยายัง,4,190,514,3,375,72
4895,4896,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,ศาลาวรลักษณาวดี วัดพระยายัง,5,168,545,2,355,65
4896,4897,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนกิ่งเพชร,6,184,655,8,625,95
4897,4898,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนกิ่งเพชร,7,151,655,3,364,55
4898,4899,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนกิ่งเพชร,8,160,647,4,713,110
4899,4900,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนกิ่งเพชร,9,160,709,6,1331,187
4900,4901,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนกิ่งเพชร,10,181,676,7,1322,195
4901,4902,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนกิ่งเพชร,11,393,633,3,630,99
4902,4903,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงเรียนกิ่งเพชร,12,193,658,4,990,150
4903,4904,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,เต็นท์บริเวณโรงเรียนสัมมาชีวศิลป,13,222,632,3,550,87
4904,4905,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,เต็นท์บริเวณโรงเรียนสัมมาชีวศิลป,14,203,648,3,520,80
4905,4906,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงอาหารโรงเรียนสัมมาชีวศิลป,15,143,568,3,390,68
4906,4907,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงอาหารโรงเรียนสัมมาชีวศิลป,16,279,553,4,580,104
4907,4908,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,โรงอาหารโรงเรียนสัมมาชีวศิลป,17,231,530,3,460,86
4908,4909,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,เต็นท์บนทางเท้าหน้าบันไดสถานีรถไฟฟ้า (ราชเทวี),18,138,332,1,30,9
4909,4910,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,เต็นท์บริเวณลานจอดรถเล้งนาฬิกา,19,428,561,2,250,44
4910,4911,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,เต็นท์บริเวณลานจอดรถเล้งนาฬิกา,20,341,556,3,230,41
4911,4912,Zone01,1037,103703,ถนนเพชรบุรี,เขตราชเทวี,เต็นท์บริเวณลานจอดรถเล้งนาฬิกา,21,278,551,2,150,27
4912,4913,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โรงเรียนวัดทัศนารุณสุนทริการาม,1,286,594,2,440,74
4913,4914,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โรงเรียนวัดทัศนารุณสุนทริการาม,2,173,574,2,399,69
4914,4915,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์ในสวนรมย์ราชเทวี,3,301,624,3,543,87
4915,4916,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์ในสวนรมย์ราชเทวี,4,203,636,3,421,66
4916,4917,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์ในสวนรมย์ราชเทวี,5,148,507,3,360,71
4917,4918,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์ในสวนรมย์ราชเทวี,6,145,502,0,0,0
4918,4919,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์บริเวณลานจอดรถ บริษัท บางกอกไตรวิชั่น จำกัด (คลีโอ),7,164,616,5,720,116
4919,4920,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์บริเวณลานจอดรถ บริษัท บางกอกไตรวิชั่น จำกัด (คลีโอ),8,552,693,0,0,0
4920,4921,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์บริเวณลานจอดรถ บริษัท บางกอกไตรวิชั่น จำกัด (คลีโอ),9,274,643,4,712,110
4921,4922,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,บริเวณชั้นล่างอาคารลานจอดรถธนาคารไทยพาณิชย์(สำนักงานชิดลม),10,189,380,3,290,76
4922,4923,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์บริเวณลานจอดรถตลาดธรรมโรจน์,11,170,513,2,397,77
4923,4924,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์บริเวณลานจอดรถตลาดธรรมโรจน์,12,158,503,3,325,64
4924,4925,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์บริเวณลานจอดรถตลาดธรรมโรจน์,13,193,512,3,390,76
4925,4926,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โรงเรียนวัดดิสหงสาราม,14,160,531,3,370,69
4926,4927,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โรงเรียนวัดดิสหงสาราม,15,289,538,3,340,63
4927,4928,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โรงเรียนวัดดิสหงสาราม,16,127,547,3,450,82
4928,4929,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โรงเรียนมักกะสันพิทยา,17,222,421,2,320,76
4929,4930,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โรงเรียนมักกะสันพิทยา,18,260,492,2,420,85
4930,4931,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โถงชั้นล่างอาคารมารี โรงเรียนเซนต์ดอมินิก,19,384,709,3,598,84
4931,4932,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,โถงชั้นล่างอาคารมารี โรงเรียนเซนต์ดอมินิก,20,563,714,3,480,67
4932,4933,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์ในลานกีฬา โรงพยาบาลบุรฉัตรไชยากร (โรงพยาบาลรถไฟ),21,239,583,4,699,119
4933,4934,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์ในลานกีฬา โรงพยาบาลบุรฉัตรไชยากร (โรงพยาบาลรถไฟ),22,238,584,4,519,88
4934,4935,Zone01,1037,103704,มักกะสัน,เขตราชเทวี,เต็นท์บนทางเท้าปากซอยเพชรบุรี 29 (ตลาดนีออน),23,169,453,3,330,72
