index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
5168,5169,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์หน้าหมู่บ้านโมเดิร์น ทาวน์ ซอยกาญจนาภิเษก 0010,1,296,676,2,522,77
5169,5170,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์หน้าหมู่บ้านโมเดิร์น ทาวน์ ซอยกาญจนาภิเษก 0010,2,324,763,2,319,41
5170,5171,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์หน้าหมู่บ้านโมเดิร์น ทาวน์ ซอยกาญจนาภิเษก 0010,3,336,740,3,205,27
5171,5172,Zone06,1040,104001,บางแค,เขตบางแค,ร้านครัวปักษ์ใต้เมืองสงขลา ถนนกัลปพฤกษ์,4,374,865,0,0,0
5172,5173,Zone06,1040,104001,บางแค,เขตบางแค,ร้านครัวปักษ์ใต้เมืองสงขลา ถนนกัลปพฤกษ์,5,436,881,0,0,0
5173,5174,Zone06,1040,104001,บางแค,เขตบางแค,ร้านครัวปักษ์ใต้เมืองสงขลา ถนนกัลปพฤกษ์,6,509,899,0,0,0
5174,5175,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ลานจอดรถร้านกรีนเฮ้าส์ ถนนกาญจนาภิเษก,7,325,798,0,0,0
5175,5176,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนพิชญ์ชนก,8,193,637,2,313,49
5176,5177,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนพิชญ์ชนก,9,183,656,3,150,22
5177,5178,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนพิชญ์ชนก,10,158,647,4,610,94
5178,5179,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนพิชญ์ชนก,11,179,703,0,0,0
5179,5180,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนพิชญ์ชนก,12,194,627,2,45,7
5180,5181,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ภายในโรงเรียนพิชญ์ชนก,13,241,813,4,570,70
5181,5182,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ภายในโรงเรียนพิชญ์ชนก,14,312,753,3,308,40
5182,5183,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ภายในโรงเรียนพิชญ์ชนก,15,224,794,1,106,13
5183,5184,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ภายในโรงเรียนพิชญ์ชนก,16,311,783,2,61,7
5184,5185,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,17,283,772,2,95,12
5185,5186,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,18,252,656,1,158,24
5186,5187,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,19,234,653,3,748,114
5187,5188,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,20,219,643,3,291,45
5188,5189,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,21,253,746,0,0,0
5189,5190,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,22,284,776,1,134,17
5190,5191,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,23,420,752,1,5,0
5191,5192,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,24,432,762,1,5,0
5192,5193,Zone06,1040,104001,บางแค,เขตบางแค,โรงเรียนคลองหนองใหญ่,25,502,820,1,308,37
5193,5194,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ที่ว่างภายในหมู่บ้านมั่งมีซิตี้,26,199,667,3,496,74
5194,5195,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ที่ว่างภายในหมู่บ้านมั่งมีซิตี้,27,260,938,1,118,12
5195,5196,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ที่ว่างภายในหมู่บ้านมั่งมีซิตี้,28,227,770,0,0,0
5196,5197,Zone06,1040,104001,บางแค,เขตบางแค,อาคารโรงเรียนประทุมอนุสรณ์,29,267,810,3,200,24
5197,5198,Zone06,1040,104001,บางแค,เขตบางแค,อาคารโรงเรียนประทุมอนุสรณ์,30,281,780,3,423,54
5198,5199,Zone06,1040,104001,บางแค,เขตบางแค,อาคารโรงเรียนประทุมอนุสรณ์,31,205,782,2,438,56
5199,5200,Zone06,1040,104001,บางแค,เขตบางแค,โรงอาหารโรงเรียนประทุมอนุสรณ์,32,174,697,1,24,3
5200,5201,Zone06,1040,104001,บางแค,เขตบางแค,โรงอาหารโรงเรียนประทุมอนุสรณ์,33,259,779,1,46,5
5201,5202,Zone06,1040,104001,บางแค,เขตบางแค,โรงอาหารโรงเรียนประทุมอนุสรณ์,34,490,784,5,716,91
5202,5203,Zone06,1040,104001,บางแค,เขตบางแค,เต็นท์ลานจอดรถศูนย์การค้าตลาดบางแค,35,242,566,2,240,42
