index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
5394,5395,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์ถนนน่านเจ้าริมบึงสีกัน (หมู่บ้านเมืองทอง 1),1,266,710,1,24,3
5395,5396,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์ถนนน่านเจ้าริมบึงสีกัน (หมู่บ้านเมืองทอง 1),2,234,680,0,0,0
5396,5397,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์ถนนน่านเจ้าริมบึงสีกัน (หมู่บ้านเมืองทอง 1),3,252,705,0,0,0
5397,5398,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์ถนนน่านเจ้าริมบึงสีกัน (หมู่บ้านเมืองทอง 1),4,328,730,2,245,33
5398,5399,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,ศาลากาญจนาภิเษก ซอยชมรมเกษตรนิเวศน์,5,279,692,0,0,0
5399,5400,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,ศาลากาญจนภิเษก ซอยชมรมเกษตรนิเวศน์,6,264,670,1,30,4
5400,5401,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,ศาลากาญจนภิเษก ซอยชมรมเกษตรนิเวศน์,7,251,660,1,195,29
5401,5402,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,ศาลากาญจนภิเษก ซอยชมรมเกษตรนิเวศน์,8,292,699,2,328,46
5402,5403,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,ศาลากาญจนภิเษก ซอยชมรมเกษตรนิเวศน์,9,315,684,3,163,23
5403,5404,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์สนามเด็กเล่นหมู่บ้านพงษ์เพชรแจ้งวัฒนะ 14,10,231,650,1,159,24
5404,5405,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์สนามเด็กเล่นหมู่บ้านพงษ์เพชรแจ้งวัฒนะ 14,11,260,643,3,331,51
5405,5406,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์สนามเด็กเล่นหมู่บ้านพงษ์เพชรแจ้งวัฒนะ 14,12,211,586,0,0,0
5406,5407,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์หน้าอาคารสโมสรหมู่บ้านชวนชื่น,13,227,616,3,416,67
5407,5408,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์หน้าอาคารสำนักงาน 2 ศูนย์กิจกรรมชุมชนชวนชื่นบางเขน,14,248,647,2,284,43
5408,5409,Zone03,1041,104101,ทุ่งสองห้อง,เขตหลักสี่,เต็นท์หน้าอาคารศูนย์กิจกรรมชุมชนชวนชื่นบางเขน,15,254,613,2,148,24
