index,CODE_UNIT,zone,DistC,SubC,SubDist,Dist,Place,Unit,Housing,Voter,nResp,nAttend,pAttend
3530,3531,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ลานจอดรถอาคารอเนกประสงค์ ตึกแดง,1,143,591,2,359,60
3531,3532,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ลานจอดรถอาคารอเนกประสงค์ ตึกแดง,2,178,571,2,126,22
3532,3533,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ลานจอดรถอาคารอเนกประสงค์ ตึกแดง,3,151,625,2,309,49
3533,3534,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ลานจอดรถอาคารอเนกประสงค์ ตึกแดง,4,160,619,4,468,75
3534,3535,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ลานจอดรถอาคารอเนกประสงค์ ตึกแดง,5,157,589,1,45,7
3535,3536,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ทางเข้าชุมชนบ้านพักรถไฟก่อสร้าง (แฟลตกระป๋อง),6,193,480,0,0,0
3536,3537,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ทางเข้าชุมชนบ้านพักรถไฟก่อสร้าง (แฟลตกระป๋อง),7,155,493,2,220,44
3537,3538,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ชุมชนบ้านพักรถไฟก่อสร้าง (แฟลตกระป๋อง),8,151,562,2,47,8
3538,3539,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,ศูนย์เยาวชนเตชะวนิช,9,155,435,1,143,32
3539,3540,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,อาคารศูนย์สาธารณสุข 3,10,153,586,0,0,0
3540,3541,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,อาคารศูนย์สาธารณสุข 3,11,117,563,0,0,0
3541,3542,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,อาคารศูนย์สาธารณสุข 3,12,348,593,1,21,3
3542,3543,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,อาคารศูนย์สาธารณสุข 3,13,310,605,3,212,35
3543,3544,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ศูนย์สาธารณสุข 3,14,148,545,1,79,14
3544,3545,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ข้างเทสโก้โลตัส,15,286,675,1,119,17
3545,3546,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ข้างเทสโก้โลตัส,16,223,694,5,606,87
3546,3547,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์พุทธสมาคม,17,206,641,0,0,0
3547,3548,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์พุทธสมาคม,18,219,664,2,129,19
3548,3549,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนราชนันทาจารย์ (สามเสนวิทยาลัย 2),19,165,552,0,0,0
3549,3550,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนราชนันทาจารย์ (สามเสนวิทยาลัย 2),20,187,513,2,129,25
3550,3551,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนราชนันทาจารย์ (สามเสนวิทยาลัย 2),21,152,531,2,284,53
3551,3552,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนราชนันทาจารย์ (สามเสนวิทยาลัย 2),22,173,500,2,218,43
3552,3553,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์โรงเรียนราชนันทาจารย์ (สามเสนวิทยาลัย 2),23,215,588,2,73,12
3553,3554,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,วิทยาลัยเทคโนโลยีวิมลบริหารธุรกิจ,24,223,694,1,143,20
3554,3555,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,วิทยาลัยเทคโนโลยีวิมลบริหารธุรกิจ,25,614,694,3,215,30
3555,3556,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,วิทยาลัยเทคโนโลยีวิมลบริหารธุรกิจ,26,483,669,3,188,28
3556,3557,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,วิทยาลัยเทคโนโลยีวิมลบริหารธุรกิจ,27,241,709,0,0,0
3557,3558,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์กองระบบส่งน้ำดิบ,28,174,645,2,131,20
3558,3559,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์กองระบบส่งน้ำดิบ,29,170,573,5,586,102
3559,3560,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนผะดุงศิษย์พิทยา,30,164,631,4,387,61
3560,3561,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนผะดุงศิษย์พิทยา,31,192,574,4,478,83
3561,3562,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนผะดุงศิษย์พิทยา,32,198,681,2,181,26
3562,3563,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนผะดุงศิษย์พิทยา,33,146,609,3,307,50
3563,3564,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนผะดุงศิษย์พิทยา,34,162,627,2,229,36
3564,3565,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,โรงเรียนผะดุงศิษย์พิทยา,35,161,633,1,90,14
3565,3566,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์สี่แยกประชาชื่น ข้างอาคารชุด ไอดีโอ โมบิ บางซื่อ,36,369,644,3,304,47
3566,3567,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์สี่แยกประชาชื่น ข้างอาคารชุด ไอดีโอ โมบิ บางซื่อ,37,123,500,3,442,88
3567,3568,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์สี่แยกประชาชื่น ข้างอาคารชุด ไอดีโอ โมบิ บางซื่อ,38,393,608,1,83,13
3568,3569,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์ข้างอาคารสุขประพฤติ,39,446,790,3,376,47
3569,3570,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์หมวดการทางนนทบุรี,40,338,550,4,267,48
3570,3571,Zone03,1029,102901,บางซื่อ,เขตบางซื่อ,เต็นท์หมวดการทางนนทบุรี,41,240,524,0,0,0
